时间,昵称,内容,类型
9/3/2026 16:55,原则+文明,我觉得我今天可以搞定,文本
9/3/2026 16:55,,"""原则+文明"" 撤回了一条消息",系统消息
9/3/2026 16:56,原则+文明,【表情包】 ,表情包
9/3/2026 16:56,Yutong,那可太好，今天万一，我说万一，没搞定,文本
9/3/2026 16:57,Yutong,您给@哈货 这位陪1000对吧,文本
9/3/2026 16:57,原则+文明,12点后你说了算,文本
9/3/2026 16:58,Yutong,我是总结了您的发言,文本
9/3/2026 16:58,Yutong,不是我凭空捏造的,文本
9/3/2026 16:58,原则+文明,是的,文本
9/3/2026 16:58,原则+文明,就喜欢你这种聪明的，每次都可以帮我总结,文本
9/3/2026 16:59,Yutong,您对这个事实认可？,文本
9/3/2026 16:59,原则+文明,你比我的gpt靠谱多了,文本
9/3/2026 16:59,原则+文明,认可,文本
9/3/2026 17:00,Yutong,[社会社会]那我就看您的行动了,文本
9/3/2026 17:00,原则+文明,您可以看看是否有补充,文本
9/3/2026 17:00,沧浪渔父,太魔幻了,文本
9/3/2026 17:00,原则+文明,群里签个合同也行,文本
9/3/2026 17:00,原则+文明,[笑脸],文本
9/3/2026 17:00,Yutong,没，只要您行动到位，我二话不说,文本
9/3/2026 17:00,原则+文明,[强],文本
9/3/2026 17:05,原则+文明,【图片】,图片
9/3/2026 17:05,原则+文明,让我来看看怎么说,文本
9/3/2026 17:06,FBI！OPEN UP,这意思是发错钱的那个人能现在找这位大哥要钱了？,文本
9/3/2026 17:06,chaesoo,拿大结果了,文本
9/3/2026 17:07,,"""Yanjun Liu  NH2S"" 撤回了一条消息",系统消息
9/3/2026 17:08,群消息,"-1
""<a href=""weixin://link_profile?username=a36912519"">Aɳσiғ』</a>""邀请""<a href=""weixin://link_profile?username=wxid_hd348nbo2t4q22"">SsHy</a>""加入了群聊",未知类型
9/3/2026 17:08,ヽ(￣д￣;)ノ=3=3,[666],文本
9/3/2026 17:09,,"""Yanjun Liu  NH2S"" 撤回了一条消息",系统消息
9/3/2026 17:10,NH2S,请法院处理,文本
9/3/2026 17:10,,"""Yanjun Liu  NH2S"" 撤回了一条消息",系统消息
9/3/2026 17:10,原则+文明,1,文本
9/3/2026 17:11,,"""Yanjun Liu  NH2S"" 撤回了一条消息",系统消息
9/3/2026 17:12,群消息,"-1
你邀请""<a href=""weixin://link_profile?username=wxid_gnaw7itdm71312"">Lu jiaying - Ciena 卢珈萤</a>""加入了群聊  ",未知类型
9/3/2026 18:49,JESS&SUGAR蛋糕来图定制全城送货,【表情包】 ,表情包
9/3/2026 18:52,原则+文明,你做的蛋糕好吃吗,文本
9/3/2026 18:54,,"""原则+文明"" 撤回了一条消息",系统消息
9/3/2026 18:54,原则+文明,我现在给这姐们，友好的请来喝茶,文本
9/3/2026 18:54,原则+文明,@Yutong 你能不能帮我确定一下，这是不是她的手机,文本
9/3/2026 18:55,Yutong,牛逼啊,文本
9/3/2026 18:56,chaesoo,"她ins对镜自拍是这个手机[Facepalm]
引用：原则+文明+人品: @Yutong 你能不能帮我确定一下，这是不是她的手机",引用消息
9/3/2026 18:56,原则+文明,【图片】,图片
9/3/2026 18:56,原则+文明,[强],文本
9/3/2026 18:56,Yutong,行动派[社会社会],文本
9/3/2026 18:58,JESS&SUGAR蛋糕来图定制全城送货,"这么仗义，给小姐姐们定一个就知道了[呲牙]
引用：原则+文明+人品: 你做的蛋糕好吃吗",引用消息
9/3/2026 19:00,原则+文明,"现在缺一个
引用：单板二级教练&蛋糕定制: 这么仗义，给小姐姐们定一个就知道了[呲牙]",引用消息
9/3/2026 19:00,原则+文明,不过下次吧,文本
9/3/2026 19:00,原则+文明,现在有点头疼,文本
9/3/2026 19:00,原则+文明,【图片】,图片
9/3/2026 19:01,原则+文明,这傻逼非要我赢她一把再说话,文本
9/3/2026 19:01,原则+文明,............,文本
9/3/2026 19:01,chaesoo,？,文本
9/3/2026 19:01,chaesoo,为什么我约她她不出来,文本
9/3/2026 19:01,chaesoo,是因为我是女的吗[呲牙],文本
9/3/2026 19:14,FBI！OPEN UP,不是，给人家请家里来喝茶了？,文本
9/3/2026 19:15,FBI！OPEN UP,人家在群里呢，别骂人家啊,文本
9/3/2026 19:20,Yutong,喝茶这图片还用的是截图,文本
9/3/2026 19:30,FBI！OPEN UP,有可能是那位美女拍的发给他的吧,文本
9/3/2026 20:06,Liao Yan,棋该下完了，问题解决了吗,文本
9/3/2026 20:34,,"""原则+文明"" 撤回了一条消息",系统消息
9/3/2026 20:35,原则+文明,【图片】,图片
9/3/2026 20:35,原则+文明,请X R 找我验证身份，是你吗？@chaesoo ,文本
9/3/2026 20:36,chaesoo,对,文本
9/3/2026 20:36,chaesoo,哪看到的,文本
9/3/2026 20:36,原则+文明,【图片】,图片
9/3/2026 20:37,原则+文明,扫一扫加我,文本
9/3/2026 21:04,NH2S,@chaesoo 你找好mediator 可以聊,文本
9/3/2026 21:05,NH2S,可以签settlement agreement,文本
9/3/2026 21:14,,"""chaesoo"" 撤回了一条消息",系统消息
9/3/2026 21:14,chaesoo,这件事情从来都不需要这么麻烦。你跟我约好了去银行柜台当面结清，工作人员和监控都在场，杜绝后患。这是最简单最不耗费时间金钱的解决方式。,文本
9/3/2026 21:17,NH2S,我不想和你有任何接触,文本
9/3/2026 21:17,NH2S,要么走法律途径 要么mediator帮我们沟通,文本
9/3/2026 21:17,chaesoo,"你这就是无理取闹
引用：NH2S: 我不想和你有任何接触",引用消息
9/3/2026 21:18,chaesoo,明明当面调解一下就解决的事情我为什么还要花几百刀请mediator,文本
9/3/2026 21:18,chaesoo,就因为你所谓的不想和我接触的荒谬理由,文本
9/3/2026 21:18,,"""Yanjun Liu  NH2S"" 撤回了一条消息",系统消息
9/3/2026 21:19,NH2S,我感到不舒服 接触你,文本
9/3/2026 21:19,NH2S,你请人来调解 调解费平分,文本
9/3/2026 21:20,chaesoo,你说的是人话吗,文本
9/3/2026 21:20,chaesoo,我把我的钱方面要回来是天经地义的事情,文本
9/3/2026 21:20,chaesoo,轮到你不舒服了？,文本
9/3/2026 21:22,NH2S,你就是这样 所以我没办法和你沟通,文本
9/3/2026 21:23,NH2S,@原则+文明  你白替她费心了,文本
9/3/2026 21:23,chaesoo,你没有理由把你的个人偏好转化成我额外的经济负担,文本
9/3/2026 21:23,,"""chaesoo"" 撤回了一条消息",系统消息
9/3/2026 21:24,chaesoo,退一万步来说 找中间人也是你的额外特殊需求，谁提出诉求，谁承担成本,文本
9/3/2026 21:25,NH2S,那你试试看别的途径吧 你就这样所以没人能帮上你 自己害自己,文本
9/3/2026 21:25,NH2S,[微笑],文本
9/3/2026 21:26,NH2S,白嫖@原则+文明 的时间 很爽咯,文本
9/3/2026 21:26,NH2S,真替你可惜,文本
9/3/2026 21:26,NH2S,找到的什么人,文本
9/3/2026 21:27,Yutong,不是，你这唱双簧呢,文本
9/3/2026 21:27,Jessica,@NH2S 我可以吗,文本
9/3/2026 21:27,chaesoo,大姐 你继续引导吧,文本
9/3/2026 21:27,chaesoo,我嫖谁时间了？谁不请自来？我得到了什么？我是得到这笔钱了我还白嫖上了？,文本
9/3/2026 21:28,chaesoo,你说话要脸吗？,文本
9/3/2026 21:28,Jessica,我刚搞清楚 是她的钱。她是我的滑雪学生，安吉能不能给个面子 我当个中间人吧@NH2S ,文本
9/3/2026 21:28,NH2S,你自己考虑一下吧 没时间和你浪费了,文本
9/3/2026 21:28,NH2S,面子已经给@原则+文明 了,文本
9/3/2026 21:29,,"""Yanjun Liu  NH2S"" 撤回了一条消息",系统消息
9/3/2026 21:29,NH2S,上庭也是调解 你等排期也ok,文本
9/3/2026 21:29,Jessica,这是谁 我不认识 但你我认识 ,文本
9/3/2026 21:30,Yutong,"这意思是你没面子@单板&双板教练 Jessica
引用：NH2S: 面子已经给@原则+文明 了",引用消息
9/3/2026 21:30,chaesoo,这事情需要调解吗大姐,文本
9/3/2026 21:30,Yutong,只有她小号可以,文本
9/3/2026 21:30,chaesoo,是个人都知道不是你的钱要还回来,文本
9/3/2026 21:30,NH2S,他是这个专业的 可以聊得上,文本
9/3/2026 21:31,NH2S,现在他也不愿意继续,文本
9/3/2026 21:31,NH2S,我无所谓了,文本
9/3/2026 21:32,NH2S,我想让他帮我代理和zyt纠纷才来的,文本
9/3/2026 21:32,.,【图片】,图片
9/3/2026 21:32,NH2S,彼此省点钱和时间去上庭,文本
9/3/2026 21:32,NH2S,不愿意就算了,文本
9/3/2026 21:34,尼古拉斯·狗剩㍿,"真相？
引用：。: 【图片】",引用消息
9/3/2026 21:36,Yutong,人家@单板&双板教练 Jessica 也主动站出来了,文本
9/3/2026 21:37,NH2S,你问@原则+文明 愿不愿意吧 现在他还不愿意了,文本
9/3/2026 21:37,NH2S,我马上走了,文本
9/3/2026 21:37,NH2S,zyt你还欠我钱呢,文本
9/3/2026 21:37,A New Hope,"你还欠我们钱呢
引用：NH2S: zyt你还欠我钱呢",引用消息
9/3/2026 21:38,NH2S,一样上庭或调解,文本
9/3/2026 21:38,NH2S,如果你觉得彼此有经济纠纷,文本
9/3/2026 21:38,A New Hope,少tm在这儿颠倒黑白,文本
9/3/2026 21:41,NH2S,就很简单 我卖了@原则+文明 一个面子 因为我希望他帮我代理我和zyt的事儿,文本
9/3/2026 21:41,NH2S,我希望两件事一起解决,文本
9/3/2026 21:43,哈货,"你自己说的让我们找，那我们都找了Jessica了，Jessica也愿意帮，你怎么又来事了
引用：NH2S: @chaesoo 你找好mediator 可以聊",引用消息
9/3/2026 21:43,哈货,况且她还是同时认识你和认识我们的,文本
9/3/2026 21:43,NH2S,因为我找的是@原则+文明 咯,文本
9/3/2026 21:43,Yutong,这群里有人认识他的吗@原则+文明 ,文本
9/3/2026 21:43,NH2S,当然@原则+文明 没答应,文本
9/3/2026 21:44,chaesoo,"那不就好了吗
引用：NH2S: 当然@原则+文明 没答应",引用消息
9/3/2026 21:44,chaesoo,有好心人答应你又不乐意了,文本
9/3/2026 21:44,哈货,【图片】,图片
9/3/2026 21:44,哈货,是你语文不好还是我语文不好,文本
9/3/2026 21:44,周豪,我是真的看不下去了 法律是道德的底线，法律解决不了的公平问题有人仗义出手，成了美国的英雄 ,文本
9/3/2026 21:44,NH2S,你能不能找个有点专业度的,文本
9/3/2026 21:44,周豪,【图片】,图片
9/3/2026 21:44,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,欠钱还钱天经地义的事，怎么这么费劲啊,文本
9/3/2026 21:44,chaesoo,【图片】,图片
9/3/2026 21:45,周豪,还有一帮白莲花、圣母在那儿帮腔,文本
9/3/2026 21:45,chaesoo,你所谓的中间人回都不回我@NH2S ,文本
9/3/2026 21:45,NH2S,因为 我和 没有 专业知识的人 聊不来,文本
9/3/2026 21:45,NH2S,心里没数,文本
9/3/2026 21:45,Yutong,她一个人回不来两个微信啊,文本
9/3/2026 21:46,Yutong,手速不够,文本
9/3/2026 21:46,,"""Lucy"" 撤回了一条消息",系统消息
9/3/2026 21:46,Jessica,【图片】,图片
9/3/2026 21:46,Jessica,【图片】,图片
9/3/2026 21:46,Jessica,【图片】,图片
9/3/2026 21:46,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,mi这点不义之财光彩吗,文本
9/3/2026 21:46,Lucy,第一次看到这么卑劣还不自知的人,文本
9/3/2026 21:46,chaesoo,@NH2S 你演爽了吗？全世界就你最惨，所有人都在害你,文本
9/3/2026 21:47,Jessica,没想到你会直接说我没这个面子，是我在你黑道滑不下来的时候一直教你，一直鼓励你，一直等你,文本
9/3/2026 21:47,chaesoo,有好心人来帮你甚至都要反咬人家一口,文本
9/3/2026 21:47,NH2S,是 但zyt说有滑雪小姐妹说我让她多a钱,文本
9/3/2026 21:47,Yutong,"你没这面子[旺柴]
引用：单板&双板教练 Jessica: 没想到你会直接说我没这个面子，是我在你黑道滑不下来的时候一直教你，一直鼓励你，一直等你",引用消息
9/3/2026 21:47,NH2S,我真是不知道 ,文本
9/3/2026 21:48,Yutong,我说的是王茜,文本
9/3/2026 21:48,Yutong,。。。。,文本
9/3/2026 21:48,Denshen,"她不是ski patrol吗 怎么黑道还滑不下来
引用：单板&双板教练 Jessica: 没想到你会直接说我没这个面子，是我在你黑道滑不下来的时候一直教你，一直鼓励你，一直等你",引用消息
9/3/2026 21:48,NH2S,多a了什么,文本
9/3/2026 21:48,Yutong,你自己知道,文本
9/3/2026 21:48,chaesoo,你知道你是不当得利人，不当得利人没有权利向权利人设定清偿债务的附加条件吗？@NH2S ,文本
9/3/2026 21:48,Yutong,"她嘴里有实话？
引用：Dishen 单板教练 雪板打蜡: 她不是ski patrol吗 怎么黑道还滑不下来",引用消息
9/3/2026 21:48,NH2S,"不好意思我真不知道
引用：Yutong: 你自己知道",引用消息
9/3/2026 21:48,chaesoo,你欠我钱我还得跪着把你供成大爷求着你还吗？,文本
9/3/2026 21:49,尼古拉斯·狗剩㍿,@Yutong 你又被拉着转移话题了,文本
9/3/2026 21:49,Yutong,她说她PhD，结果就一个水硕,文本
9/3/2026 21:49,NH2S,"你应该知道zyt说话可信度
引用：Dishen 单板教练 雪板打蜡: 她不是ski patrol吗 怎么黑道还滑不下来",引用消息
9/3/2026 21:49,Yutong,她不愿意还这还不明显吗,文本
9/3/2026 21:49,Yutong,各位,文本
9/3/2026 21:49,NH2S,我都不想纠正这个蠢货,文本
9/3/2026 21:49,chaesoo,我已经提供了合理的留痕的解决方案了，你还用各种无理取闹的理由推脱，你这不是延迟履行是什么？,文本
9/3/2026 21:49,Yutong,今天就是说破天了，这钱也回不来呀,文本
9/3/2026 21:49,NH2S,"你去求求@原则+文明 吧
引用：chaesoo: 我已经提供了合理的留痕的解决方案了，你还用各种无理取闹的理由推脱，你这不是延迟履行是什么？",引用消息
9/3/2026 21:50,NH2S,我也不懂他想干嘛,文本
9/3/2026 21:50,chaesoo,我要回我的钱什么时候还需要去求人了？,文本
9/3/2026 21:50,NH2S,我都觉得今晚给你机会是错的,文本
9/3/2026 21:50,NH2S,你不配,文本
9/3/2026 21:50,NH2S,就这样,文本
9/3/2026 21:50,chaesoo,给我机会？,文本
9/3/2026 21:51,尼古拉斯·狗剩㍿,@chaesoo 你不配[旺柴],文本
9/3/2026 21:51,chaesoo,我求他给了吗 姐,文本
9/3/2026 21:51,尼古拉斯·狗剩㍿,我的妈,文本
9/3/2026 21:51,NH2S,调解人必须中立,文本
9/3/2026 21:51,哈货,"这不是在给你机会吗
引用：NH2S: 我都觉得今晚给你机会是错的",引用消息
9/3/2026 21:51,chaesoo,你的言下之意是Jessica不中立？,文本
9/3/2026 21:51,FBI！OPEN UP,经典要债的低人一等,文本
9/3/2026 21:51,chaesoo,但陪你喝茶下棋的就中立？,文本
9/3/2026 21:51,chaesoo,你要的不是中立 你要的是权利,文本
9/3/2026 21:51,Yutong,还是截图的,文本
9/3/2026 21:52,哈货,"jessica给你多收学费了还是咋
引用：NH2S: 调解人必须中立",引用消息
9/3/2026 21:52,NH2S,我当然有法律权利啊,文本
9/3/2026 21:52,chaesoo,你要的是高人一等的权利,文本
9/3/2026 21:52,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,你是有法律权利不还钱吗,文本
9/3/2026 21:52,chaesoo,姐姐,文本
9/3/2026 21:52,chaesoo,不要骗自己了,文本
9/3/2026 21:52,NH2S,那你就去走法律途径,文本
9/3/2026 21:52,NH2S,不要私联我 骚扰我,文本
9/3/2026 21:53,NH2S,获得信任是很难得的,文本
9/3/2026 21:53,chaesoo,我要我的钱算骚扰你？,文本
9/3/2026 21:53,NH2S,但你好像不明白,文本
9/3/2026 21:53,尼古拉斯·狗剩㍿,@chaesoo  @Yutong  @哈货 又被稻草人了,文本
9/3/2026 21:54,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,一口一个法律权利的，这些都不是不还钱的遮羞布,文本
9/3/2026 21:54,哈货,"你获得信任确实难得
引用：NH2S: 获得信任是很难得的",引用消息
9/3/2026 21:55,Yutong,【图片】,图片
9/3/2026 21:55,群消息,"-1
""<a href=""weixin://link_profile?username=ZXYsara"">张晓晓</a>""邀请""<a href=""weixin://link_profile?username=yusiyuan230832"">鱼</a>""加入了群聊",未知类型
9/3/2026 21:55,Yutong,有些人就是阶级敌人,文本
9/3/2026 21:56,群消息,"-1
""<a href=""weixin://link_profile?username=wxid_g7ls8co1dlad22"">Drew</a>""邀请""<a href=""weixin://link_profile?username=wxid_a7w0j4jzc9b622"">Rrrrrrr.</a>""加入了群聊",未知类型
9/3/2026 21:56,,"""Rrrrrrr.""与群里其他人都不是朋友关系，请注意隐私安全",系统消息
9/3/2026 21:56,Yutong,必须打倒,文本
9/3/2026 21:56,NH2S,我请@原则+文明 收费替我签agreement 他不愿意 我可不想免费用了人 又被挂,文本
9/3/2026 21:56,Yutong,🤣,文本
9/3/2026 21:56,Yutong,就是收费,文本
9/3/2026 21:56,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,拖着不还是啥意思啊？是准备拖着拖着等大家把这件事淡忘了，这钱就归自己了吗,文本
